_index,fecha,Edad,Genero,Grupo étnico,Víctima del conflicto,Tipo de discapacidad,¿Cuenta con SISBEN?,Hora de Apertura del Comercio,Hora Cierre del Comercio,¿Cuántos trabajadores tiene?,¿Cuántos trabajadores extranjeros tiene?,¿Tiene registro ante la DIAN (RUT)?,Hora de recepción de mercancía,Inversión en mercancía,Tipo de producto/servicio,Afiliación a EPS,Medio de transporte,Nivel de escolaridad,seguridad social sin salud,Manejo de basuras,Estado de Registro Cámara,Tipo de contrato
818,08/05/2021 12:00:00 AM,46.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,08:00:00.000-05:00,14:00:00.000-05:00,1,0.0,False,14:04:00.000-05:00,500000.0,Bebidas,Subsidiado,Mototaxi,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
820,08/05/2021 12:00:00 AM,41.0,Femenino,Afrodescendiente o negro,1,Sin discapacidad,SI,09:00:00.000-05:00,17:00:00.000-05:00,0,0.0,,17:00:00.000-05:00,100000.0,Bebidas,Subsidiado,Mototaxi,Bachillerato completo,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
821,08/05/2021 12:00:00 AM,56.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,08:00:00.000-05:00,17:30:00.000-05:00,0,0.0,,08:05:00.000-05:00,100000.0,Solo ofrezco servicios.,Contributivo,Taxi Colectivo,Bachillerato completo,No afiliado,La recoge el servicio de aseo,Tiene registro y está actualizado,NS/NR
822,08/05/2021 12:00:00 AM,70.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,06:00:00.000-05:00,04:00:00.000-05:00,0,0.0,False,06:00:00.000-05:00,200000.0,Productos agrícolas,Subsidiado,Bus/Buseta urbana,Primaria incompleta,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
823,08/05/2021 12:00:00 AM,66.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NS/NR,08:00:00.000-05:00,14:30:00.000-05:00,0,0.0,False,08:20:00.000-05:00,150000.0,Artículos culturales y de entretenimiento,Contributivo,Bus/Buseta urbana,NS/NR,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
824,08/05/2021 12:00:00 AM,42.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,06:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,07:00:00.000-05:00,60000.0,Solo ofrezco servicios.,Subsidiado,Bicicleta,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
825,08/05/2021 12:00:00 AM,68.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,06:00:00.000-05:00,16:00:00.000-05:00,0,0.0,False,07:40:00.000-05:00,400000.0,Bebidas,Subsidiado,Taxi Colectivo,Primaria incompleta,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
843,08/04/2021 12:00:00 AM,59.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,07:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,10:00:00.000-05:00,1000000.0,Solo ofrezco servicios.,NS/NR,Mototaxi,Básica completa,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
826,08/05/2021 12:00:00 AM,59.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,04:30:00.000-05:00,18:00:00.000-05:00,4,2.0,,05:00:00.000-05:00,3000000.0,Productos agrícolas,Contributivo,Automóvil propio,Bachillerato completo,No afiliado,La recoge el servicio de aseo,Tiene registro y está actualizado,Verbal
827,08/05/2021 12:00:00 AM,53.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,NS/NR,08:30:00.000-05:00,17:00:00.000-05:00,1,0.0,False,10:00:00.000-05:00,500000.0,"Productos farmacéuticos y medicinales, cosméticos y artículos de tocador",Contributivo,Automóvil propio,Técnico o tecnológico,Afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
828,08/05/2021 12:00:00 AM,68.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,09:30:00.000-05:00,17:30:00.000-05:00,1,0.0,,14:00:00.000-05:00,3000000.0,Calzado y artículos de cuero y sucedáneos del cuero,"Especial (Fuerzas Armadas, Ecopetrol, universidades públicas)",Mototaxi,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo,Tiene registro y está actualizado,Verbal
829,08/05/2021 12:00:00 AM,71.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,08:30:00.000-05:00,14:00:00.000-05:00,1,0.0,False,15:30:00.000-05:00,1500000.0,Calzado y artículos de cuero y sucedáneos del cuero,Subsidiado,Bus/Buseta urbana,Primaria completa,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
830,08/05/2021 12:00:00 AM,59.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,04:00:00.000-05:00,16:19:00.000-05:00,0,0.0,,07:23:00.000-05:00,400000.0,Productos agrícolas,Contributivo,Mototaxi,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
831,08/05/2021 12:00:00 AM,62.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,07:00:00.000-05:00,16:45:00.000-05:00,0,0.0,,10:47:00.000-05:00,100000.0,"Artículos de ferretería, pinturas y productos de vidrio","Especial (Fuerzas Armadas, Ecopetrol, universidades públicas)",Taxi Colectivo,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
833,08/05/2021 12:00:00 AM,64.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,06:06:00.000-05:00,15:06:00.000-05:00,0,0.0,,10:07:00.000-05:00,1000000.0,Ninguno de los anteriores,Subsidiado,Jeep Colectivo,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
861,08/03/2021 12:00:00 AM,36.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,NO,07:30:00.000-05:00,21:31:00.000-05:00,1,0.0,False,,150.0,Otro,Subsidiado,Mototaxi,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
834,08/05/2021 12:00:00 AM,60.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,04:00:00.000-05:00,17:00:00.000-05:00,1,0.0,,09:49:00.000-05:00,1000000.0,"Leche, productos lácteos y huevos",Subsidiado,Jeep Colectivo,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
835,08/05/2021 12:00:00 AM,60.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,08:30:00.000-05:00,17:00:00.000-05:00,0,0.0,False,11:25:00.000-05:00,350000.0,Bebidas,Contributivo,Mototaxi,Básica completa,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
836,08/05/2021 12:00:00 AM,34.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,06:00:00.000-05:00,17:00:00.000-05:00,2,0.0,False,06:00:00.000-05:00,150000.0,Solo ofrezco servicios.,Subsidiado,Mototaxi,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
837,08/02/2021 12:00:00 AM,60.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,16:00:00.000-05:00,0,0.0,,,30000.0,Solo ofrezco servicios.,Subsidiado,Mototaxi,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
838,08/04/2021 12:00:00 AM,41.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,09:00:00.000-05:00,17:00:00.000-05:00,1,0.0,False,12:00:00.000-05:00,0.0,Calzado y artículos de cuero y sucedáneos del cuero,Contributivo,Mototaxi,Técnico o tecnológico,Afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
839,08/04/2021 12:00:00 AM,23.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,17:00:00.000-05:00,1,0.0,False,11:00:00.000-05:00,200000.0,Solo ofrezco servicios.,Subsidiado,Automóvil propio,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
840,08/04/2021 12:00:00 AM,29.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,07:00:00.000-05:00,17:00:00.000-05:00,0,0.0,False,08:00:00.000-05:00,200000.0,Solo ofrezco servicios.,Contributivo,Mototaxi,Bachillerato completo,Afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
841,08/04/2021 12:00:00 AM,51.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,17:00:00.000-05:00,0,0.0,False,07:00:00.000-05:00,200000.0,Solo ofrezco servicios.,Contributivo,Mototaxi,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
844,08/04/2021 12:00:00 AM,60.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,17:00:00.000-05:00,1,0.0,False,08:00:00.000-05:00,500000.0,Prendas de vestir y sus accesorios,Contributivo,Bus/Buseta urbana,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
845,08/04/2021 12:00:00 AM,35.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,17:00:00.000-05:00,0,0.0,False,08:00:00.000-05:00,500000.0,Prendas de vestir y sus accesorios,Subsidiado,Bus/Buseta urbana,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
846,08/02/2021 12:00:00 AM,57.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,06:00:00.000-05:00,15:00:00.000-05:00,0,0.0,False,06:00:00.000-05:00,300000.0,Solo ofrezco servicios.,Subsidiado,Mototaxi,Básica completa,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
847,08/02/2021 12:00:00 AM,65.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:30:00.000-05:00,16:00:00.000-05:00,0,0.0,False,08:00:00.000-05:00,70000.0,Solo ofrezco servicios.,Subsidiado,Taxi Colectivo,Básica completa,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
848,08/04/2021 12:00:00 AM,63.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,09:00:00.000-05:00,17:30:00.000-05:00,0,0.0,False,13:00:00.000-05:00,500000.0,Calzado y artículos de cuero y sucedáneos del cuero,Subsidiado,Mototaxi,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
849,08/04/2021 12:00:00 AM,44.0,Femenino,Ninguno de los anteriores,1,Sin discapacidad,SI,07:30:00.000-05:00,17:00:00.000-05:00,0,0.0,,14:00:00.000-05:00,500000.0,"Productos farmacéuticos y medicinales, cosméticos y artículos de tocador",Subsidiado,Bus/Buseta urbana,Bachillerato completo,No afiliado,La recoge un servicio informal,Tiene registro y está actualizado,NS/NR
851,08/04/2021 12:00:00 AM,39.0,Masculino,Ninguno de los anteriores,1,Sin discapacidad,SI,06:00:00.000-05:00,20:00:00.000-05:00,2,2.0,False,08:00:00.000-05:00,300000.0,Artículos culturales y de entretenimiento,Subsidiado,A pie,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
862,08/03/2021 12:00:00 AM,44.0,Femenino,Ninguno de los anteriores,1,Sin discapacidad,SI,06:09:00.000-05:00,05:09:00.000-05:00,3,0.0,,05:15:00.000-05:00,800.0,Ninguno de los anteriores,Contributivo,Transcaribe,Bachillerato completo,No afiliado,La recoge el servicio de aseo,Tiene registro y está actualizado,Escrito
852,08/04/2021 12:00:00 AM,62.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,08:00:00.000-05:00,17:00:00.000-05:00,3,0.0,,14:00:00.000-05:00,1500000.0,Calzado y artículos de cuero y sucedáneos del cuero,Subsidiado,Automóvil propio,Bachillerato completo,No afiliado,La recoge el servicio de aseo,Tiene registro y está actualizado,Verbal
853,08/04/2021 12:00:00 AM,50.0,Masculino,Ninguno de los anteriores,1,Sin discapacidad,SI,08:00:00.000-05:00,19:00:00.000-05:00,0,0.0,,07:00:00.000-05:00,400000.0,Bebidas,Subsidiado,Mototaxi,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
854,08/04/2021 12:00:00 AM,42.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,17:00:00.000-05:00,1,0.0,,12:00:00.000-05:00,500000.0,Prendas de vestir y sus accesorios,Subsidiado,A pie,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
855,08/04/2021 12:00:00 AM,40.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,08:00:00.000-05:00,05:47:00.000-05:00,3,0.0,False,05:50:00.000-05:00,300000.0,Otro,Subsidiado,A pie,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
856,08/04/2021 12:00:00 AM,56.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,08:39:00.000-05:00,06:39:00.000-05:00,1,0.0,False,05:40:00.000-05:00,500000.0,Otro,Contributivo,Taxi Colectivo,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
858,08/04/2021 12:00:00 AM,65.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,08:00:00.000-05:00,06:00:00.000-05:00,1,0.0,False,05:17:00.000-05:00,400000.0,Otro,Subsidiado,Mototaxi,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
859,08/04/2021 12:00:00 AM,68.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,08:00:00.000-05:00,05:21:00.000-05:00,0,0.0,False,09:23:00.000-05:00,300.0,Otro,Subsidiado,Transcaribe,Primaria completa,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
860,08/03/2021 12:00:00 AM,59.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,06:03:00.000-05:00,03:20:00.000-05:00,2,0.0,False,09:23:00.000-05:00,300.0,Otro,Contributivo,A pie,Primaria completa,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
863,08/03/2021 12:00:00 AM,26.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:30:00.000-05:00,05:30:00.000-05:00,1,0.0,,04:56:00.000-05:00,600.0,Otro,Subsidiado,Transcaribe,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo,Tiene registro y está actualizado,NS/NR
864,08/04/2021 12:00:00 AM,73.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,08:00:00.000-05:00,17:00:00.000-05:00,0,0.0,False,11:00:00.000-05:00,50000.0,Solo ofrezco servicios.,Subsidiado,Bicicleta,Primaria incompleta,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
865,08/04/2021 12:00:00 AM,59.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,04:00:00.000-05:00,16:00:00.000-05:00,2,0.0,False,05:00:00.000-05:00,300000.0,Solo ofrezco servicios.,Subsidiado,Bus/Buseta urbana,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
866,08/04/2021 12:00:00 AM,46.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,08:00:00.000-05:00,17:00:00.000-05:00,0,0.0,False,10:00:00.000-05:00,1000000.0,Prendas de vestir y sus accesorios,Subsidiado,A pie,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
867,08/04/2021 12:00:00 AM,70.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:30:00.000-05:00,17:30:00.000-05:00,1,0.0,False,09:30:00.000-05:00,700000.0,Prendas de vestir y sus accesorios,Subsidiado,Mototaxi,Primaria incompleta,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
868,08/03/2021 12:00:00 AM,45.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,08:00:00.000-05:00,17:00:00.000-05:00,0,0.0,False,,50000.0,Solo ofrezco servicios.,Subsidiado,A pie,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
869,08/03/2021 12:00:00 AM,68.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,15:00:00.000-05:00,0,0.0,False,10:00:00.000-05:00,50000.0,Solo ofrezco servicios.,Subsidiado,Taxi Colectivo,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
870,08/03/2021 12:00:00 AM,58.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:30:00.000-05:00,14:30:00.000-05:00,0,0.0,False,,100000.0,Solo ofrezco servicios.,Subsidiado,A pie,Primaria incompleta,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
871,08/03/2021 12:00:00 AM,36.0,Femenino,Ninguno de los anteriores,1,Sin discapacidad,SI,06:00:00.000-05:00,17:00:00.000-05:00,2,0.0,,08:00:00.000-05:00,1000000.0,Solo ofrezco servicios.,Subsidiado,Transcaribe,Profesional,No afiliado,La recoge el servicio de aseo,Tiene registro y está actualizado,Verbal
872,08/03/2021 12:00:00 AM,56.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,05:00:00.000-05:00,17:00:00.000-05:00,1,0.0,False,07:00:00.000-05:00,200000.0,Solo ofrezco servicios.,Subsidiado,Bus/Buseta urbana,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
874,08/04/2021 12:00:00 AM,56.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,08:30:00.000-05:00,06:30:00.000-05:00,0,0.0,False,11:30:00.000-05:00,0.0,Calzado y artículos de cuero y sucedáneos del cuero,Subsidiado,Bus/Buseta urbana,Primaria completa,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
875,08/04/2021 12:00:00 AM,36.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,08:30:00.000-05:00,06:30:00.000-05:00,1,0.0,False,10:30:00.000-05:00,0.0,Calzado y artículos de cuero y sucedáneos del cuero,Subsidiado,Bus/Buseta urbana,Primaria completa,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
877,08/04/2021 12:00:00 AM,62.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,08:00:00.000-05:00,05:00:00.000-05:00,1,0.0,False,11:25:00.000-05:00,1000000.0,Calzado y artículos de cuero y sucedáneos del cuero,Subsidiado,Bus/Buseta urbana,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
878,08/04/2021 12:00:00 AM,55.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,08:00:00.000-05:00,05:00:00.000-05:00,1,0.0,False,11:04:00.000-05:00,0.0,Calzado y artículos de cuero y sucedáneos del cuero,Subsidiado,Bus/Buseta urbana,Primaria completa,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
879,08/04/2021 12:00:00 AM,48.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,06:00:00.000-05:00,0,0.0,False,11:00:00.000-05:00,150000.0,Equipos y aparatos de sonido y de video,Subsidiado,Bus/Buseta urbana,Primaria incompleta,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
880,08/04/2021 12:00:00 AM,26.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,07:06:00.000-05:00,05:30:00.000-05:00,2,0.0,False,10:32:00.000-05:00,0.0,Calzado y artículos de cuero y sucedáneos del cuero,Contributivo,Transcaribe,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
881,08/04/2021 12:00:00 AM,38.0,Masculino,Afrodescendiente o negro,0,Sin discapacidad,SI,09:00:00.000-05:00,05:00:00.000-05:00,0,0.0,False,10:13:00.000-05:00,2000000.0,Prendas de vestir y sus accesorios,Subsidiado,Bicicleta,Básica completa,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
882,08/04/2021 12:00:00 AM,62.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,NO,08:30:00.000-05:00,06:30:00.000-05:00,1,0.0,False,10:00:00.000-05:00,0.0,Calzado y artículos de cuero y sucedáneos del cuero,Contributivo,Moto propia,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
884,08/04/2021 12:00:00 AM,70.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:20:00.000-05:00,06:20:00.000-05:00,0,0.0,False,10:24:00.000-05:00,150000.0,Bebidas,Subsidiado,A pie,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
885,08/04/2021 12:00:00 AM,62.0,Masculino,Afrodescendiente o negro,0,Sin discapacidad,SI,08:00:00.000-05:00,06:30:00.000-05:00,0,0.0,,12:30:00.000-05:00,500000.0,Productos textiles,Subsidiado,A pie,Primaria incompleta,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
886,08/04/2021 12:00:00 AM,42.0,Masculino,Raizal del archipiélago (lealo completo. Tiene a confundirse),1,Sin discapacidad,SI,07:00:00.000-05:00,15:00:00.000-05:00,0,0.0,False,08:00:00.000-05:00,0.0,Solo ofrezco servicios.,Subsidiado,A pie,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
887,08/04/2021 12:00:00 AM,21.0,Masculino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,Sin discapacidad,SI,08:00:00.000-05:00,17:30:00.000-05:00,4,0.0,False,15:00:00.000-05:00,15000000.0,Solo ofrezco servicios.,Contributivo,Mototaxi,Bachillerato completo,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,Verbal
888,08/04/2021 12:00:00 AM,24.0,Femenino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,Sin discapacidad,SI,08:00:00.000-05:00,16:30:00.000-05:00,0,0.0,False,11:00:00.000-05:00,300000.0,Prendas de vestir y sus accesorios,Subsidiado,Mototaxi,Técnico o tecnológico,Afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
889,08/04/2021 12:00:00 AM,37.0,Femenino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,Sin discapacidad,SI,08:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,09:00:00.000-05:00,400000.0,Ninguno de los anteriores,Subsidiado,Taxi Colectivo,Bachillerato completo,Afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
890,08/04/2021 12:00:00 AM,40.0,Masculino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,Sin discapacidad,NO,08:00:00.000-05:00,18:00:00.000-05:00,1,0.0,False,08:00:00.000-05:00,300000.0,Solo ofrezco servicios.,Subsidiado,Taxi Colectivo,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,Verbal
892,08/04/2021 12:00:00 AM,25.0,Femenino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,Sin discapacidad,SI,08:30:00.000-05:00,17:30:00.000-05:00,0,0.0,False,07:30:00.000-05:00,500000.0,Solo ofrezco servicios.,Subsidiado,Mototaxi,Bachillerato completo,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
894,08/04/2021 12:00:00 AM,79.0,Masculino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,Sin discapacidad,NO,08:00:00.000-05:00,17:00:00.000-05:00,0,0.0,False,15:00:00.000-05:00,0.0,Solo ofrezco servicios.,Contributivo,Transcaribe,NS/NR,No afiliado,La recoge el servicio de aseo,No tiene registro,NS/NR
895,08/04/2021 12:00:00 AM,44.0,Femenino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,Sin discapacidad,NO,08:00:00.000-05:00,17:00:00.000-05:00,0,0.0,,15:00:00.000-05:00,8000000.0,Solo ofrezco servicios.,Contributivo,Automóvil propio,Profesional,Afiliado,La recoge el servicio de aseo,Tiene registro y está actualizado,NS/NR
896,08/04/2021 12:00:00 AM,44.0,Femenino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,Sin discapacidad,NO,08:00:00.000-05:00,17:00:00.000-05:00,7,0.0,,12:00:00.000-05:00,50000000.0,Solo ofrezco servicios.,Contributivo,Automóvil propio,Profesional,Afiliado,La recoge el servicio de aseo,Tiene registro y está actualizado,Escrito
897,08/03/2021 12:00:00 AM,55.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,,,0,0.0,False,06:00:00.000-05:00,500000.0,Calzado y artículos de cuero y sucedáneos del cuero,Contributivo,Taxi Colectivo,Bachillerato completo,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
914,08/03/2021 12:00:00 AM,49.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,SI,08:00:00.000-05:00,16:00:00.000-05:00,0,0.0,,09:00:00.000-05:00,2000000.0,"Productos farmacéuticos y medicinales, cosméticos y artículos de tocador",Subsidiado,A pie,Profesional,No afiliado,La recoge el servicio de aseo,Tiene registro y está actualizado,NS/NR
898,08/03/2021 12:00:00 AM,40.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,09:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,,1000000.0,Calzado y artículos de cuero y sucedáneos del cuero,Contributivo,Taxi Colectivo,Bachillerato completo,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
899,08/03/2021 12:00:00 AM,52.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,NO,09:00:00.000-05:00,17:00:00.000-05:00,0,0.0,False,09:00:00.000-05:00,1000000.0,Calzado y artículos de cuero y sucedáneos del cuero,Contributivo,Taxi Colectivo,Bachillerato completo,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
900,08/03/2021 12:00:00 AM,51.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,18:00:00.000-05:00,4,0.0,False,06:00:00.000-05:00,2000000.0,Calzado y artículos de cuero y sucedáneos del cuero,Subsidiado,Taxi Colectivo,Bachillerato completo,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,Escrito
901,08/03/2021 12:00:00 AM,56.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,NO,06:00:00.000-05:00,18:00:00.000-05:00,3,0.0,False,06:00:00.000-05:00,1000000.0,Calzado y artículos de cuero y sucedáneos del cuero,Contributivo,Taxi Colectivo,Bachillerato completo,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,Escrito
902,08/03/2021 12:00:00 AM,64.0,Femenino,Ninguno de los anteriores,0,Sin discapacidad,NO,08:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,08:00:00.000-05:00,500000.0,Ninguno de los anteriores,Contributivo,Transcaribe,Bachillerato completo,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
903,08/03/2021 12:00:00 AM,76.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,NO,07:00:00.000-05:00,18:00:00.000-05:00,0,0.0,,06:30:00.000-05:00,500000.0,Calzado y artículos de cuero y sucedáneos del cuero,Contributivo,Transcaribe,Básica completa,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
904,08/03/2021 12:00:00 AM,48.0,Masculino,Ninguno de los anteriores,0,Sin discapacidad,SI,07:00:00.000-05:00,18:00:00.000-05:00,0,0.0,False,07:00:00.000-05:00,100000.0,Calzado y artículos de cuero y sucedáneos del cuero,Subsidiado,Taxi Colectivo,Primaria completa,No afiliado,La pone en los colectores de basura o canecas,No tiene registro,NS/NR
